,route,date,real_value
1206,A_3,2016-10-18 18:40:00,120.58
1207,A_3,2016-10-18 19:00:00,108.98
1208,A_3,2016-10-18 19:20:00,113.86
1209,A_3,2016-10-18 19:40:00,115.29
1210,A_3,2016-10-18 20:00:00,126.69
1211,A_3,2016-10-18 20:20:00,120.97
1212,A_3,2016-10-18 20:40:00,179.95
1213,A_3,2016-10-18 21:00:00,146.69
1214,A_3,2016-10-18 21:20:00,130.42
1215,A_3,2016-10-18 21:40:00,117.63
1216,A_3,2016-10-18 22:00:00,107.75
1217,A_3,2016-10-18 22:20:00,111.46
1218,A_3,2016-10-18 22:40:00,97.77
1219,A_3,2016-10-18 23:00:00,143.95
1220,A_3,2016-10-18 23:20:00,158.78
1221,A_3,2016-10-18 23:40:00,113.9
1222,A_3,2016-10-19 00:40:00,104.81
1223,A_3,2016-10-19 03:20:00,127.78
1224,A_3,2016-10-19 04:20:00,69.54
1225,A_3,2016-10-19 05:00:00,82.17
1226,A_3,2016-10-19 05:20:00,123.87
1227,A_3,2016-10-19 05:40:00,91.53
1228,A_3,2016-10-19 06:00:00,89.51
1229,A_3,2016-10-19 06:20:00,161.63
1230,A_3,2016-10-19 06:40:00,133.43
1231,A_3,2016-10-19 07:00:00,139.88
1232,A_3,2016-10-19 07:20:00,171.77
1233,A_3,2016-10-19 07:40:00,216.15
1234,A_3,2016-10-19 08:00:00,319.67
1235,A_3,2016-10-19 08:20:00,328.02
1236,A_3,2016-10-19 08:40:00,326.7
1237,A_3,2016-10-19 09:00:00,339.07
1238,A_3,2016-10-19 09:20:00,316.84
1239,A_3,2016-10-19 09:40:00,199.89
1240,A_3,2016-10-19 10:00:00,141.83
1241,A_3,2016-10-19 10:20:00,99.81
1242,A_3,2016-10-19 10:40:00,112.67
1243,A_3,2016-10-19 11:00:00,123.96
1244,A_3,2016-10-19 11:20:00,116.32
1245,A_3,2016-10-19 11:40:00,104.17
1246,A_3,2016-10-19 12:00:00,142.34
1247,A_3,2016-10-19 12:20:00,108.35
1248,A_3,2016-10-19 12:40:00,102.08
1249,A_3,2016-10-19 13:00:00,99.4
1250,A_3,2016-10-19 13:20:00,104.44
1251,A_3,2016-10-19 13:40:00,124.03
1252,A_3,2016-10-19 14:00:00,105.62
1253,A_3,2016-10-19 14:20:00,125.47
1254,A_3,2016-10-19 14:40:00,117.45
1255,A_3,2016-10-19 15:00:00,110.05
1256,A_3,2016-10-19 15:20:00,115.01
1257,A_3,2016-10-19 15:40:00,132.1
1258,A_3,2016-10-19 16:00:00,93.67
1259,A_3,2016-10-19 16:20:00,122.82
1260,A_3,2016-10-19 16:40:00,110.41
1261,A_3,2016-10-19 17:00:00,152.27
1262,A_3,2016-10-19 17:20:00,123.18
1263,A_3,2016-10-19 17:40:00,112.64
1264,A_3,2016-10-19 18:00:00,110.19
1265,A_3,2016-10-19 18:20:00,100.43
1266,A_3,2016-10-19 18:40:00,150.64
1267,A_3,2016-10-19 19:00:00,101.74
1268,A_3,2016-10-19 19:20:00,117.94
1269,A_3,2016-10-19 19:40:00,120.39
1270,A_3,2016-10-19 20:00:00,142.55
1271,A_3,2016-10-19 20:20:00,91.19
1272,A_3,2016-10-19 20:40:00,139.38
1273,A_3,2016-10-19 21:00:00,68.17
1274,A_3,2016-10-19 21:20:00,91.19
1275,A_3,2016-10-19 21:40:00,77.25
1276,A_3,2016-10-19 22:00:00,87.5
1277,A_3,2016-10-19 22:20:00,124.92
1278,A_3,2016-10-19 22:40:00,86.85
1279,A_3,2016-10-19 23:20:00,254.82
1280,A_3,2016-10-19 23:40:00,105.23
1281,A_3,2016-10-20 00:20:00,113.87
1282,A_3,2016-10-20 01:40:00,147.43
1283,A_3,2016-10-20 03:00:00,62.45
1284,A_3,2016-10-20 03:40:00,104.59
1285,A_3,2016-10-20 04:20:00,80.89
1286,A_3,2016-10-20 05:00:00,93.05
1287,A_3,2016-10-20 05:20:00,123.39
1288,A_3,2016-10-20 05:40:00,115.53
1289,A_3,2016-10-20 06:00:00,113.05
1290,A_3,2016-10-20 06:20:00,101.67
1291,A_3,2016-10-20 06:40:00,201.2
1292,A_3,2016-10-20 07:00:00,160.84
1293,A_3,2016-10-20 07:20:00,143.93
1294,A_3,2016-10-20 07:40:00,203.09
1295,A_3,2016-10-20 08:00:00,183.76
1296,A_3,2016-10-20 08:20:00,242.81
1297,A_3,2016-10-20 08:40:00,224.49
1298,A_3,2016-10-20 09:00:00,201.63
1299,A_3,2016-10-20 09:20:00,263.23
1300,A_3,2016-10-20 09:40:00,182.37
1301,A_3,2016-10-20 10:00:00,110.49
1302,A_3,2016-10-20 10:20:00,122.17
1303,A_3,2016-10-20 10:40:00,115.62
1304,A_3,2016-10-20 11:00:00,170.3
1305,A_3,2016-10-20 11:20:00,131.6
1306,A_3,2016-10-20 11:40:00,78.46
1307,A_3,2016-10-20 12:00:00,109.01
1308,A_3,2016-10-20 12:20:00,111.77
1309,A_3,2016-10-20 12:40:00,84.49
1310,A_3,2016-10-20 13:00:00,110.05
1311,A_3,2016-10-20 13:20:00,125.22
1312,A_3,2016-10-20 13:40:00,97.94
1313,A_3,2016-10-20 14:00:00,96.07
1314,A_3,2016-10-20 14:20:00,102.97
1315,A_3,2016-10-20 14:40:00,110.83
1316,A_3,2016-10-20 15:00:00,149.28
1317,A_3,2016-10-20 15:20:00,100.18
1318,A_3,2016-10-20 15:40:00,116.22
1319,A_3,2016-10-20 16:00:00,106.82
1320,A_3,2016-10-20 16:20:00,122.44
1321,A_3,2016-10-20 16:40:00,149.23
1322,A_3,2016-10-20 17:00:00,139.66
1323,A_3,2016-10-20 17:20:00,126.32
1324,A_3,2016-10-20 17:40:00,124.92
1325,A_3,2016-10-20 18:00:00,139.16
1326,A_3,2016-10-20 18:20:00,128.43
1327,A_3,2016-10-20 18:40:00,95.71
1328,A_3,2016-10-20 21:20:00,95.75
1329,A_3,2016-10-20 21:40:00,90.48
1330,A_3,2016-10-20 22:00:00,67.7
1331,A_3,2016-10-20 22:20:00,89.13
1332,A_3,2016-10-20 22:40:00,113.36
1333,A_3,2016-10-20 23:00:00,101.67
1334,A_3,2016-10-20 23:20:00,102.53
1335,A_3,2016-10-21 00:00:00,80.14
1336,A_3,2016-10-21 00:20:00,80.46
1337,A_3,2016-10-21 01:00:00,85.94
1338,A_3,2016-10-21 01:20:00,164.03
1339,A_3,2016-10-21 01:40:00,122.8
1340,A_3,2016-10-21 02:00:00,124.76
1341,A_3,2016-10-21 02:20:00,97.12
1342,A_3,2016-10-21 02:40:00,81.57
1343,A_3,2016-10-21 04:20:00,80.85
1344,A_3,2016-10-21 04:40:00,307.34
1345,A_3,2016-10-21 05:00:00,113.17
1346,A_3,2016-10-21 05:20:00,396.02
1347,A_3,2016-10-21 05:40:00,83.25
1348,A_3,2016-10-21 06:00:00,112.16
1349,A_3,2016-10-21 06:20:00,112.6
1350,A_3,2016-10-21 06:40:00,141.56
1351,A_3,2016-10-21 07:00:00,118.98
1352,A_3,2016-10-21 07:20:00,191.19
1353,A_3,2016-10-21 07:40:00,161.27
1354,A_3,2016-10-21 08:00:00,258.88
1355,A_3,2016-10-21 08:20:00,270.64
1356,A_3,2016-10-21 08:40:00,240.81
1357,A_3,2016-10-21 09:00:00,237.97
1358,A_3,2016-10-21 09:20:00,250.89
1359,A_3,2016-10-21 09:40:00,194.2
1360,A_3,2016-10-21 10:00:00,117.87
1361,A_3,2016-10-21 10:20:00,128.78
1362,A_3,2016-10-21 10:40:00,98.26
1363,A_3,2016-10-21 11:00:00,106.48
1364,A_3,2016-10-21 11:20:00,101.84
1365,A_3,2016-10-21 11:40:00,112.83
1366,A_3,2016-10-21 12:00:00,118.67
1367,A_3,2016-10-21 12:20:00,100.59
1368,A_3,2016-10-21 12:40:00,112.45
1369,A_3,2016-10-21 13:00:00,110.9
1370,A_3,2016-10-21 13:20:00,129.24
1371,A_3,2016-10-21 13:40:00,375.98
1372,A_3,2016-10-21 14:00:00,135.23
1373,A_3,2016-10-21 14:20:00,202.66
1374,A_3,2016-10-21 14:40:00,120.24
1375,A_3,2016-10-21 15:00:00,130.08
1376,A_3,2016-10-21 15:20:00,120.02
1377,A_3,2016-10-21 15:40:00,146.71
1378,A_3,2016-10-21 16:00:00,107.7
1379,A_3,2016-10-21 16:20:00,126.5
1380,A_3,2016-10-21 16:40:00,111.39
1381,A_3,2016-10-21 17:00:00,135.93
1382,A_3,2016-10-21 17:20:00,121.93
1383,A_3,2016-10-21 17:40:00,107.05
1384,A_3,2016-10-21 18:00:00,113.41
1385,A_3,2016-10-21 18:20:00,123.13
1386,A_3,2016-10-21 18:40:00,107.53
1387,A_3,2016-10-21 19:00:00,91.26
1388,A_3,2016-10-21 19:20:00,100.72
1389,A_3,2016-10-21 19:40:00,116.78
1390,A_3,2016-10-21 20:00:00,110.29
1391,A_3,2016-10-21 20:20:00,103.24
1392,A_3,2016-10-21 20:40:00,105.65
1393,A_3,2016-10-21 21:00:00,144.43
1394,A_3,2016-10-21 21:20:00,93.42
1395,A_3,2016-10-21 21:40:00,113.25
1396,A_3,2016-10-21 22:00:00,223.13
1397,A_3,2016-10-21 22:20:00,80.1
1398,A_3,2016-10-21 22:40:00,112.44
1399,A_3,2016-10-21 23:00:00,79.18
1400,A_3,2016-10-21 23:40:00,96.37
1401,A_3,2016-10-22 00:00:00,97.63
1402,A_3,2016-10-22 00:20:00,89.79
1403,A_3,2016-10-22 00:40:00,100.56
1404,A_3,2016-10-22 01:20:00,90.92
1405,A_3,2016-10-22 04:00:00,107.38
1406,A_3,2016-10-22 04:20:00,113.17
1407,A_3,2016-10-22 04:40:00,101.25
1408,A_3,2016-10-22 05:00:00,109.0
1409,A_3,2016-10-22 05:20:00,92.36
1410,A_3,2016-10-22 05:40:00,89.12
1411,A_3,2016-10-22 06:00:00,101.3
1412,A_3,2016-10-22 06:20:00,93.81
1413,A_3,2016-10-22 06:40:00,118.12
1414,A_3,2016-10-22 07:00:00,112.56
1415,A_3,2016-10-22 07:20:00,143.1
1416,A_3,2016-10-22 07:40:00,147.53
1417,A_3,2016-10-22 08:00:00,120.94
1418,A_3,2016-10-22 08:20:00,113.81
1419,A_3,2016-10-22 08:40:00,195.13
1420,A_3,2016-10-22 09:00:00,116.25
1421,A_3,2016-10-22 09:20:00,124.06
1422,A_3,2016-10-22 09:40:00,147.83
1423,A_3,2016-10-22 10:00:00,155.07
1424,A_3,2016-10-22 10:20:00,189.21
1425,A_3,2016-10-22 10:40:00,173.63
1426,A_3,2016-10-22 11:00:00,139.59
1427,A_3,2016-10-22 11:20:00,102.41
1428,A_3,2016-10-22 11:40:00,111.53
1429,A_3,2016-10-22 12:00:00,136.05
1430,A_3,2016-10-22 12:20:00,96.25
1431,A_3,2016-10-22 12:40:00,105.45
1432,A_3,2016-10-22 13:00:00,97.48
1433,A_3,2016-10-22 13:20:00,114.74
1434,A_3,2016-10-22 13:40:00,104.15
1435,A_3,2016-10-22 14:00:00,191.33
1436,A_3,2016-10-22 14:20:00,124.28
1437,A_3,2016-10-22 14:40:00,138.62
1438,A_3,2016-10-22 15:00:00,138.25
1439,A_3,2016-10-22 15:20:00,106.31
1440,A_3,2016-10-22 15:40:00,104.53
1441,A_3,2016-10-22 16:00:00,127.06
1442,A_3,2016-10-22 16:20:00,123.79
1443,A_3,2016-10-22 16:40:00,93.03
1444,A_3,2016-10-22 17:00:00,110.48
1445,A_3,2016-10-22 17:20:00,113.84
1446,A_3,2016-10-22 17:40:00,124.66
1447,A_3,2016-10-22 18:00:00,88.7
1448,A_3,2016-10-22 18:20:00,103.83
1449,A_3,2016-10-22 18:40:00,170.18
1450,A_3,2016-10-22 19:00:00,145.85
1451,A_3,2016-10-22 19:20:00,122.12
1452,A_3,2016-10-22 19:40:00,96.61
1453,A_3,2016-10-22 20:20:00,119.73
1454,A_3,2016-10-22 20:40:00,82.35
1455,A_3,2016-10-22 21:00:00,84.79
1456,A_3,2016-10-22 21:20:00,115.9
1457,A_3,2016-10-22 21:40:00,146.01
1458,A_3,2016-10-22 22:00:00,95.5
1459,A_3,2016-10-22 22:20:00,105.05
1460,A_3,2016-10-22 22:40:00,85.44
1461,A_3,2016-10-22 23:20:00,176.43
1462,A_3,2016-10-22 23:40:00,126.97
1463,A_3,2016-10-23 00:00:00,93.34
1464,A_3,2016-10-23 00:20:00,91.83
1465,A_3,2016-10-23 01:00:00,64.58
1466,A_3,2016-10-23 01:20:00,222.37
1467,A_3,2016-10-23 02:00:00,127.47
1468,A_3,2016-10-23 02:20:00,115.12
1469,A_3,2016-10-23 04:40:00,214.47
1470,A_3,2016-10-23 05:00:00,59.55
1471,A_3,2016-10-23 05:20:00,85.37
1472,A_3,2016-10-23 05:40:00,100.58
1473,A_3,2016-10-23 06:00:00,92.97
1474,A_3,2016-10-23 06:20:00,81.58
1475,A_3,2016-10-23 06:40:00,116.61
1476,A_3,2016-10-23 07:00:00,85.37
1477,A_3,2016-10-23 07:20:00,81.7
1478,A_3,2016-10-23 07:40:00,134.6
1479,A_3,2016-10-23 08:00:00,91.06
1480,A_3,2016-10-23 08:20:00,90.74
1481,A_3,2016-10-23 08:40:00,111.3
1482,A_3,2016-10-23 09:00:00,116.89
1483,A_3,2016-10-23 09:20:00,103.09
1484,A_3,2016-10-23 09:40:00,95.62
1485,A_3,2016-10-23 10:00:00,99.04
1486,A_3,2016-10-23 10:20:00,133.13
1487,A_3,2016-10-23 10:40:00,171.65
1488,A_3,2016-10-23 11:00:00,113.54
1489,A_3,2016-10-23 11:20:00,120.65
1490,A_3,2016-10-23 11:40:00,146.62
1491,A_3,2016-10-23 12:00:00,89.17
1492,A_3,2016-10-23 12:20:00,148.15
1493,A_3,2016-10-23 12:40:00,151.18
1494,A_3,2016-10-23 13:00:00,161.29
1495,A_3,2016-10-23 13:20:00,153.07
1496,A_3,2016-10-23 13:40:00,167.28
1497,A_3,2016-10-23 14:00:00,169.07
1498,A_3,2016-10-23 14:20:00,154.17
1499,A_3,2016-10-23 14:40:00,142.92
1500,A_3,2016-10-23 15:00:00,130.81
1501,A_3,2016-10-23 15:20:00,184.17
1502,A_3,2016-10-23 15:40:00,210.55
1503,A_3,2016-10-23 16:00:00,136.33
1504,A_3,2016-10-23 16:20:00,94.69
1505,A_3,2016-10-23 16:40:00,104.04
1506,A_3,2016-10-23 17:00:00,112.65
1507,A_3,2016-10-23 17:20:00,107.82
1508,A_3,2016-10-23 17:40:00,112.35
1509,A_3,2016-10-23 18:00:00,98.51
1510,A_3,2016-10-23 18:20:00,103.75
1511,A_3,2016-10-23 18:40:00,102.92
1512,A_3,2016-10-23 19:00:00,118.14
1513,A_3,2016-10-23 19:20:00,111.95
1514,A_3,2016-10-23 19:40:00,94.61
1515,A_3,2016-10-23 20:00:00,85.61
1516,A_3,2016-10-23 20:20:00,93.12
1517,A_3,2016-10-23 20:40:00,95.22
1518,A_3,2016-10-23 21:00:00,81.72
1519,A_3,2016-10-23 21:20:00,100.84
1520,A_3,2016-10-23 21:40:00,105.03
1521,A_3,2016-10-23 22:00:00,86.13
1522,A_3,2016-10-23 22:20:00,68.25
1523,A_3,2016-10-23 22:40:00,90.14
1524,A_3,2016-10-23 23:00:00,65.1
1525,A_3,2016-10-23 23:20:00,101.84
1526,A_3,2016-10-23 23:40:00,116.58
1527,A_3,2016-10-24 00:00:00,98.37
1528,A_3,2016-10-24 01:00:00,103.82
1529,A_3,2016-10-24 02:20:00,106.27
1530,A_3,2016-10-24 03:20:00,105.95
1531,A_3,2016-10-24 04:00:00,103.09
1532,A_3,2016-10-24 04:20:00,94.51
1533,A_3,2016-10-24 05:00:00,131.05
1534,A_3,2016-10-24 05:20:00,94.38
1535,A_3,2016-10-24 05:40:00,111.3
1536,A_3,2016-10-24 06:00:00,106.01
1537,A_3,2016-10-24 06:20:00,210.16
1538,A_3,2016-10-24 06:40:00,140.73
1539,A_3,2016-10-24 07:00:00,172.79
1540,A_3,2016-10-24 07:20:00,183.16
1541,A_3,2016-10-24 07:40:00,213.53
1542,A_3,2016-10-24 08:00:00,265.38
1543,A_3,2016-10-24 08:20:00,234.99
1544,A_3,2016-10-24 08:40:00,181.75
1545,A_3,2016-10-24 09:00:00,262.43
1546,A_3,2016-10-24 09:20:00,146.56
1547,A_3,2016-10-24 09:40:00,92.95
1548,A_3,2016-10-24 10:00:00,126.31
1549,A_3,2016-10-24 10:20:00,114.51
1550,A_3,2016-10-24 10:40:00,88.66
1551,A_3,2016-10-24 11:00:00,99.83
1552,A_3,2016-10-24 11:20:00,109.04
1553,A_3,2016-10-24 11:40:00,101.2
1554,A_3,2016-10-24 12:00:00,94.76
1555,A_3,2016-10-24 12:20:00,126.46
1556,A_3,2016-10-24 12:40:00,92.09
1557,A_3,2016-10-24 13:00:00,134.12
1558,A_3,2016-10-24 13:20:00,101.51
1559,A_3,2016-10-24 13:40:00,100.74
1560,A_3,2016-10-24 14:00:00,93.56
1561,A_3,2016-10-24 14:20:00,93.63
1562,A_3,2016-10-24 14:40:00,96.45
1563,A_3,2016-10-24 15:00:00,98.46
1564,A_3,2016-10-24 15:20:00,106.87
1565,A_3,2016-10-24 15:40:00,94.07
1566,A_3,2016-10-24 16:00:00,111.74
1567,A_3,2016-10-24 16:20:00,107.98
1568,A_3,2016-10-24 16:40:00,147.76
1569,A_3,2016-10-24 17:00:00,121.97
1570,A_3,2016-10-24 17:20:00,124.4
1571,A_3,2016-10-24 17:40:00,95.07
1572,A_3,2016-10-24 18:00:00,109.61
1573,A_3,2016-10-24 18:20:00,109.73
1574,A_3,2016-10-24 18:40:00,165.64
1575,A_3,2016-10-24 19:00:00,87.74
1576,A_3,2016-10-24 19:20:00,129.98
1577,A_3,2016-10-24 19:40:00,97.12
1578,A_3,2016-10-24 20:00:00,104.55
1579,A_3,2016-10-24 20:20:00,97.72
1580,A_3,2016-10-24 20:40:00,88.84
1581,A_3,2016-10-24 21:00:00,115.22
1582,A_3,2016-10-24 21:20:00,80.61
1583,A_3,2016-10-24 21:40:00,189.05
1584,A_3,2016-10-24 22:00:00,88.45
1585,A_3,2016-10-24 22:20:00,98.38
1586,A_3,2016-10-24 22:40:00,151.58
1587,A_3,2016-10-24 23:20:00,69.67
1588,A_3,2016-10-24 23:40:00,103.79
1589,C_3,2016-10-18 04:40:00,134.04
1590,C_3,2016-10-18 06:00:00,139.53
1591,C_3,2016-10-18 06:40:00,104.42
1592,C_3,2016-10-18 07:00:00,182.06
1593,C_3,2016-10-18 08:20:00,233.55
1594,C_3,2016-10-18 08:40:00,155.31
1595,C_3,2016-10-18 09:00:00,216.72
1596,C_3,2016-10-18 09:20:00,178.4
1597,C_3,2016-10-18 09:40:00,144.3
1598,C_3,2016-10-18 11:00:00,152.36
1599,C_3,2016-10-18 11:20:00,346.32
1600,C_3,2016-10-18 12:00:00,150.33
1601,C_3,2016-10-18 12:20:00,180.65
1602,C_3,2016-10-18 13:00:00,129.04
1603,C_3,2016-10-18 13:20:00,167.85
1604,C_3,2016-10-18 13:40:00,171.84
1605,C_3,2016-10-18 14:00:00,136.67
1606,C_3,2016-10-18 14:20:00,188.75
1607,C_3,2016-10-18 14:40:00,172.61
1608,C_3,2016-10-18 15:00:00,164.61
1609,C_3,2016-10-18 15:20:00,146.6
1610,C_3,2016-10-18 15:40:00,174.84
1611,C_3,2016-10-18 16:00:00,171.98
1612,C_3,2016-10-18 16:20:00,219.82
1613,C_3,2016-10-18 16:40:00,176.0
1614,C_3,2016-10-18 17:00:00,189.83
1615,C_3,2016-10-18 18:00:00,84.47
1616,C_3,2016-10-18 18:40:00,204.89
1617,C_3,2016-10-18 19:00:00,273.17
1618,C_3,2016-10-18 20:20:00,122.29
1619,C_3,2016-10-18 20:40:00,189.44
1620,C_3,2016-10-18 23:40:00,126.16
1621,C_3,2016-10-19 02:40:00,143.1
1622,C_3,2016-10-19 05:00:00,148.24
1623,C_3,2016-10-19 05:40:00,186.98
1624,C_3,2016-10-19 06:00:00,126.74
1625,C_3,2016-10-19 07:20:00,98.03
1626,C_3,2016-10-19 08:00:00,188.63
1627,C_3,2016-10-19 08:20:00,175.91
1628,C_3,2016-10-19 08:40:00,202.04
1629,C_3,2016-10-19 09:00:00,209.15
1630,C_3,2016-10-19 09:20:00,143.38
1631,C_3,2016-10-19 09:40:00,168.16
1632,C_3,2016-10-19 10:00:00,215.64
1633,C_3,2016-10-19 10:20:00,220.52
1634,C_3,2016-10-19 10:40:00,169.76
1635,C_3,2016-10-19 11:40:00,173.6
1636,C_3,2016-10-19 12:00:00,177.83
1637,C_3,2016-10-19 12:20:00,101.64
1638,C_3,2016-10-19 12:40:00,178.48
1639,C_3,2016-10-19 13:00:00,157.41
1640,C_3,2016-10-19 13:20:00,206.33
1641,C_3,2016-10-19 13:40:00,255.49
1642,C_3,2016-10-19 14:00:00,165.47
1643,C_3,2016-10-19 14:20:00,209.46
1644,C_3,2016-10-19 14:40:00,210.72
1645,C_3,2016-10-19 15:00:00,275.57
1646,C_3,2016-10-19 15:20:00,150.17
1647,C_3,2016-10-19 15:40:00,188.24
1648,C_3,2016-10-19 16:00:00,166.07
1649,C_3,2016-10-19 16:20:00,155.71
1650,C_3,2016-10-19 16:40:00,177.3
1651,C_3,2016-10-19 17:00:00,108.94
1652,C_3,2016-10-19 17:20:00,185.13
1653,C_3,2016-10-19 18:00:00,273.95
1654,C_3,2016-10-19 18:20:00,123.48
1655,C_3,2016-10-19 18:40:00,170.41
1656,C_3,2016-10-19 19:40:00,154.62
1657,C_3,2016-10-19 21:00:00,168.88
1658,C_3,2016-10-19 21:20:00,151.55
1659,C_3,2016-10-19 22:00:00,220.76
1660,C_3,2016-10-20 02:00:00,133.93
1661,C_3,2016-10-20 06:00:00,157.02
1662,C_3,2016-10-20 07:00:00,92.89
1663,C_3,2016-10-20 07:20:00,717.25
1664,C_3,2016-10-20 07:40:00,179.64
1665,C_3,2016-10-20 08:20:00,141.54
1666,C_3,2016-10-20 08:40:00,194.8
1667,C_3,2016-10-20 09:00:00,148.35
1668,C_3,2016-10-20 09:20:00,209.36
1669,C_3,2016-10-20 10:00:00,116.92
1670,C_3,2016-10-20 10:40:00,144.61
1671,C_3,2016-10-20 11:00:00,127.93
1672,C_3,2016-10-20 11:20:00,187.74
1673,C_3,2016-10-20 11:40:00,175.61
1674,C_3,2016-10-20 12:00:00,229.5
1675,C_3,2016-10-20 12:20:00,116.84
1676,C_3,2016-10-20 12:40:00,188.93
1677,C_3,2016-10-20 13:00:00,159.69
1678,C_3,2016-10-20 13:20:00,183.46
1679,C_3,2016-10-20 13:40:00,144.25
1680,C_3,2016-10-20 14:00:00,138.27
1681,C_3,2016-10-20 14:20:00,133.18
1682,C_3,2016-10-20 14:40:00,143.12
1683,C_3,2016-10-20 15:00:00,148.0
1684,C_3,2016-10-20 15:20:00,142.73
1685,C_3,2016-10-20 15:40:00,141.89
1686,C_3,2016-10-20 16:00:00,164.89
1687,C_3,2016-10-20 16:20:00,147.22
1688,C_3,2016-10-20 16:40:00,164.04
1689,C_3,2016-10-20 17:00:00,143.44
1690,C_3,2016-10-20 17:20:00,138.56
1691,C_3,2016-10-20 17:40:00,173.81
1692,C_3,2016-10-20 18:20:00,211.71
1693,C_3,2016-10-20 21:40:00,121.48
1694,C_3,2016-10-21 00:20:00,201.64
1695,C_3,2016-10-21 01:40:00,202.86
1696,C_3,2016-10-21 03:20:00,220.51
1697,C_3,2016-10-21 05:40:00,222.23
1698,C_3,2016-10-21 06:40:00,237.13
1699,C_3,2016-10-21 07:00:00,138.08
1700,C_3,2016-10-21 07:20:00,189.71
1701,C_3,2016-10-21 08:20:00,124.56
1702,C_3,2016-10-21 08:40:00,214.37
1703,C_3,2016-10-21 09:00:00,106.63
1704,C_3,2016-10-21 09:20:00,155.75
1705,C_3,2016-10-21 09:40:00,131.44
1706,C_3,2016-10-21 10:00:00,152.1
1707,C_3,2016-10-21 10:40:00,153.02
1708,C_3,2016-10-21 11:40:00,249.11
1709,C_3,2016-10-21 12:00:00,186.41
1710,C_3,2016-10-21 12:20:00,181.44
1711,C_3,2016-10-21 12:40:00,171.4
1712,C_3,2016-10-21 13:00:00,196.52
1713,C_3,2016-10-21 13:20:00,190.41
1714,C_3,2016-10-21 13:40:00,196.91
1715,C_3,2016-10-21 14:00:00,183.25
1716,C_3,2016-10-21 14:20:00,169.85
1717,C_3,2016-10-21 14:40:00,186.37
1718,C_3,2016-10-21 15:00:00,184.32
1719,C_3,2016-10-21 15:20:00,190.87
1720,C_3,2016-10-21 15:40:00,99.47
1721,C_3,2016-10-21 16:00:00,192.84
1722,C_3,2016-10-21 16:20:00,128.55
1723,C_3,2016-10-21 16:40:00,179.66
1724,C_3,2016-10-21 17:20:00,193.78
1725,C_3,2016-10-21 17:40:00,254.98
1726,C_3,2016-10-21 18:00:00,273.59
1727,C_3,2016-10-21 18:20:00,216.57
1728,C_3,2016-10-21 18:40:00,242.64
1729,C_3,2016-10-21 19:20:00,123.0
1730,C_3,2016-10-21 19:40:00,141.88
1731,C_3,2016-10-21 21:20:00,207.22
1732,C_3,2016-10-21 22:00:00,160.46
1733,C_3,2016-10-22 01:40:00,158.84
1734,C_3,2016-10-22 02:20:00,159.7
1735,C_3,2016-10-22 06:40:00,98.62
1736,C_3,2016-10-22 07:20:00,169.53
1737,C_3,2016-10-22 08:00:00,196.43
1738,C_3,2016-10-22 09:00:00,134.16
1739,C_3,2016-10-22 09:20:00,174.1
1740,C_3,2016-10-22 09:40:00,135.19
1741,C_3,2016-10-22 10:00:00,169.58
1742,C_3,2016-10-22 10:20:00,199.6
1743,C_3,2016-10-22 11:00:00,172.83
1744,C_3,2016-10-22 11:20:00,97.52
1745,C_3,2016-10-22 11:40:00,325.92
1746,C_3,2016-10-22 12:00:00,221.31
1747,C_3,2016-10-22 12:20:00,140.69
1748,C_3,2016-10-22 12:40:00,225.81
1749,C_3,2016-10-22 13:00:00,132.31
1750,C_3,2016-10-22 13:20:00,186.51
1751,C_3,2016-10-22 13:40:00,280.96
1752,C_3,2016-10-22 14:00:00,273.81
1753,C_3,2016-10-22 14:20:00,171.33
1754,C_3,2016-10-22 14:40:00,175.01
1755,C_3,2016-10-22 15:20:00,256.4
1756,C_3,2016-10-22 15:40:00,294.56
1757,C_3,2016-10-22 16:00:00,223.71
1758,C_3,2016-10-22 16:20:00,170.0
1759,C_3,2016-10-22 16:40:00,121.43
1760,C_3,2016-10-22 17:00:00,199.61
1761,C_3,2016-10-22 17:20:00,167.41
1762,C_3,2016-10-22 17:40:00,245.12
1763,C_3,2016-10-22 18:00:00,167.08
1764,C_3,2016-10-22 18:20:00,224.5
1765,C_3,2016-10-22 18:40:00,241.57
1766,C_3,2016-10-22 19:00:00,108.76
1767,C_3,2016-10-22 22:20:00,110.51
1768,C_3,2016-10-23 00:20:00,113.12
1769,C_3,2016-10-23 07:00:00,211.32
1770,C_3,2016-10-23 07:20:00,142.34
1771,C_3,2016-10-23 09:00:00,93.53
1772,C_3,2016-10-23 09:20:00,211.69
1773,C_3,2016-10-23 10:00:00,179.83
1774,C_3,2016-10-23 10:20:00,138.78
1775,C_3,2016-10-23 10:40:00,159.89
1776,C_3,2016-10-23 11:20:00,154.02
1777,C_3,2016-10-23 11:40:00,173.96
1778,C_3,2016-10-23 12:00:00,163.19
1779,C_3,2016-10-23 12:20:00,185.28
1780,C_3,2016-10-23 12:40:00,149.37
1781,C_3,2016-10-23 13:00:00,290.61
1782,C_3,2016-10-23 13:20:00,210.91
1783,C_3,2016-10-23 13:40:00,172.97
1784,C_3,2016-10-23 14:00:00,211.46
1785,C_3,2016-10-23 14:20:00,263.83
1786,C_3,2016-10-23 14:40:00,206.04
1787,C_3,2016-10-23 15:00:00,163.58
